,Date,Volume,Open,High,Low,Adj Close
2364,2015-10-14,46416517.0,14.7113,14.73,14.362,14.4587
2363,2015-10-15,42538779.0,14.4287,14.782,14.2467,14.754
2362,2015-10-16,64913578.0,14.8693,15.3654,14.858,15.134
2361,2015-10-19,37602521.0,15.1,15.41,14.996,15.2067
2360,2015-10-20,223155188.0,15.1813,15.24,13.4667,14.202
2359,2015-10-21,62669309.0,14.1327,14.3207,13.92,14.006
2358,2015-10-22,42281994.0,14.104,14.3833,13.96,14.1147
2357,2015-10-23,63396133.0,14.3333,14.3567,13.846,13.9393
2356,2015-10-26,50823380.0,14.092,14.392,14.0,14.3507
2355,2015-10-27,52692454.0,14.3227,14.4733,13.834,14.0233
2354,2015-10-28,40903180.0,14.0873,14.23,13.8867,14.1973
2353,2015-10-29,26921132.0,14.1167,14.2499,14.0427,14.1087
2352,2015-10-30,66486462.0,14.0267,14.1087,13.5927,13.7953
2351,2015-11-02,58867681.0,13.928,14.3867,13.8147,14.2527
2350,2015-11-03,120976305.0,14.2567,14.296,13.85,13.89
2349,2015-11-04,190702855.0,15.1333,15.516,15.0133,15.442
2348,2015-11-05,67424126.0,15.372,15.639,15.2793,15.4513
2347,2015-11-06,36663942.0,15.38,15.5573,15.3,15.4907
2346,2015-11-09,57692656.0,15.5327,15.5327,14.954,15.022
2345,2015-11-10,69186085.0,14.8987,14.9133,14.4053,14.4333
2344,2015-11-11,50062490.0,14.518,14.632,14.242,14.6053
2343,2015-11-12,43702643.0,14.5233,14.6,14.1773,14.196
2342,2015-11-13,51347059.0,14.1967,14.1993,13.768,13.8127
2341,2015-11-16,43805408.0,13.7393,14.332,13.72,14.2873
2340,2015-11-17,32224874.0,14.3467,14.4,14.0933,14.2667
2339,2015-11-18,42152979.0,14.3,14.7587,14.168,14.738
2338,2015-11-19,37493876.0,14.7027,15.0793,14.6867,14.7867
2337,2015-11-20,65912952.0,14.8993,15.0,14.2387,14.6673
2336,2015-11-23,37877921.0,14.49,14.612,14.312,14.5167
2335,2015-11-24,37175816.0,14.358,14.7333,14.3333,14.55
2334,2015-11-25,59804145.0,14.756,15.3883,14.6917,15.3093
2333,2015-11-27,29240280.0,15.404,15.4833,15.134,15.4407
2332,2015-11-30,38868056.0,15.4527,15.6187,15.272,15.3507
2331,2015-12-01,55928402.0,15.404,15.8667,15.4033,15.8127
2330,2015-12-02,44709638.0,15.8,15.9067,15.4153,15.466
2329,2015-12-03,44058473.0,15.6987,15.83,15.3333,15.514
2328,2015-12-04,38580191.0,15.4973,15.5513,15.1773,15.3587
2327,2015-12-07,47112936.0,15.18,15.7087,15.0767,15.4087
2326,2015-12-08,40233865.0,15.168,15.2533,14.9467,15.1147
2325,2015-12-09,45855517.0,15.1133,15.1667,14.7147,14.968
2324,2015-12-10,31051304.0,14.9807,15.2327,14.9093,15.138
2323,2015-12-11,48886686.0,15.016,15.05,14.4427,14.468
2322,2015-12-14,42416934.0,14.5007,14.728,14.3247,14.572
2321,2015-12-15,33625273.0,14.788,14.8147,14.5333,14.7393
2320,2015-12-16,76506607.0,14.8067,15.6587,14.7153,15.634
2319,2015-12-17,49416875.0,15.596,15.8507,15.321,15.5593
2318,2015-12-18,45120832.0,15.526,15.7267,15.286,15.364
2317,2015-12-21,29273700.0,15.446,15.722,15.4053,15.504
2316,2015-12-22,29382525.0,15.666,15.77,15.3087,15.33
2315,2015-12-23,23265453.0,15.4787,15.5633,15.2087,15.3133
2314,2015-12-24,10654150.0,15.3707,15.4587,15.2187,15.3713
2313,2015-12-28,28502551.0,15.4327,15.4653,15.036,15.2633
2312,2015-12-29,36036552.0,15.3373,15.848,15.3031,15.8127
2311,2015-12-30,55416692.0,15.7733,16.2423,15.7114,15.8727
2310,2015-12-31,40707235.0,15.9007,16.23,15.8913,16.0007
2309,2016-01-04,102352599.0,15.3813,15.4253,14.6,14.894
2308,2016-01-05,47782851.0,15.0907,15.126,14.6667,14.8953
2307,2016-01-06,56615267.0,14.6667,14.67,14.3987,14.6027
2306,2016-01-07,53260533.0,14.2793,14.5627,14.2447,14.3767
2305,2016-01-08,53585373.0,14.524,14.696,14.0513,14.0667
2304,2016-01-11,61362614.0,14.2673,14.2967,13.5333,13.8567
2303,2016-01-12,46185742.0,14.1067,14.2493,13.6873,13.998
2302,2016-01-13,61814864.0,14.134,14.1767,13.3333,13.354
2301,2016-01-14,97358636.0,13.4807,14.0,12.892,13.7453
2300,2016-01-15,79886555.0,13.2647,13.6713,13.15,13.666
2299,2016-01-19,60469035.0,13.914,14.0313,13.3853,13.648
2298,2016-01-20,87391606.0,13.2933,13.4187,12.75,13.2467
2297,2016-01-21,47466336.0,13.4367,13.5487,13.0013,13.3313
2296,2016-01-22,46830967.0,13.6534,13.7,13.2687,13.5033
2295,2016-01-25,40431100.0,13.3373,13.5713,13.0587,13.092
2294,2016-01-26,74353733.0,13.1133,13.188,12.592,12.904
2293,2016-01-27,53660268.0,12.8253,12.884,12.3847,12.538
2292,2016-01-28,68794886.0,12.7193,12.752,12.1607,12.6467
2291,2016-01-29,42733914.0,12.6633,12.916,12.5387,12.7467
2290,2016-02-01,79435235.0,12.584,13.3013,12.1833,13.1293
2289,2016-02-02,86472212.0,12.828,12.8747,12.0153,12.1853
2288,2016-02-03,118914541.0,12.2393,12.2627,11.3453,11.5653
2287,2016-02-04,65691597.0,11.38,11.732,11.1327,11.6887
2286,2016-02-05,141517354.0,11.42,11.5333,10.5163,10.84
2285,2016-02-08,139601240.0,10.4737,10.4767,9.7333,9.866
2284,2016-02-09,129594850.0,9.488,10.6527,9.4033,9.8833
2283,2016-02-10,151570274.0,10.0333,10.3313,9.4493,9.578
2282,2016-02-11,213553393.0,10.1333,10.884,9.8,10.0313
2281,2016-02-12,108498906.0,10.3333,10.4673,9.58,10.0693
2280,2016-02-16,83424528.0,10.58,10.8633,10.274,10.3447
2279,2016-02-17,87303916.0,10.6,11.2893,10.4453,11.2453
2278,2016-02-18,58246576.0,11.4947,11.53,10.9847,11.118
2277,2016-02-19,44337458.0,10.9107,11.166,10.8333,11.1053
2276,2016-02-22,75830062.0,11.3413,11.9273,11.3233,11.8493
2275,2016-02-23,89744850.0,11.744,12.1153,11.5787,11.814
2274,2016-02-24,80780495.0,11.5167,11.9667,11.1893,11.9333
2273,2016-02-25,85905077.0,11.91,12.568,11.68,12.4953
2272,2016-02-26,90810870.0,12.58,12.8,12.3333,12.6893
2271,2016-02-29,67430996.0,12.8267,13.09,12.6148,12.7953
2270,2016-03-01,100435510.0,12.95,13.0632,12.18,12.4233
2269,2016-03-02,72879429.0,12.2487,12.568,12.1,12.556
2268,2016-03-03,72344859.0,12.552,13.1613,12.2813,13.0493
2267,2016-03-04,97197821.0,13.2,13.602,13.1667,13.4027
2266,2016-03-07,79966415.0,13.1787,13.98,13.16,13.686
2265,2016-03-08,62632439.0,13.5667,13.8333,13.48,13.5067
2264,2016-03-09,48113931.0,13.6347,13.9582,13.5193,13.9147
2263,2016-03-10,77873991.0,14.0,14.2193,13.3781,13.6787
2262,2016-03-11,50087195.0,13.862,13.9613,13.6887,13.8333
2261,2016-03-14,60934530.0,14.1767,14.448,14.0427,14.3433
2260,2016-03-15,46998427.0,14.2847,14.598,14.1,14.556
2259,2016-03-16,52678069.0,14.5333,14.8387,14.468,14.7953
2258,2016-03-17,56536217.0,14.7647,15.2333,14.6667,15.092
2257,2016-03-18,70571380.0,15.2733,15.632,15.204,15.516
2256,2016-03-21,79335170.0,15.6893,15.992,15.6667,15.888
2255,2016-03-22,64545748.0,15.814,15.9327,15.5039,15.616
2254,2016-03-23,74043008.0,15.4913,15.6487,14.802,14.8387
2253,2016-03-24,74349023.0,14.3853,15.2592,14.3333,15.1833
2252,2016-03-28,58178956.0,15.4407,15.654,15.0,15.3507
2251,2016-03-29,60090525.0,15.326,15.492,15.022,15.342
2250,2016-03-30,60385020.0,15.6727,15.7,15.1,15.126
2249,2016-03-31,119634510.0,15.2893,15.828,15.0007,15.318
2248,2016-04-01,239698530.0,16.3217,16.5267,15.55,15.8393
2247,2016-04-04,200717300.0,16.608,16.808,16.2427,16.466
2246,2016-04-05,148971976.0,16.0333,17.104,16.0,17.0313
2245,2016-04-06,175436312.0,16.9313,17.8493,16.8967,17.6947
2244,2016-04-07,132683439.0,17.7633,17.956,16.9673,17.1467
2243,2016-04-08,110290550.0,17.3667,17.388,16.5347,16.6713
2242,2016-04-11,137345991.0,16.7333,17.266,16.3533,16.6613
2241,2016-04-12,86330222.0,16.6333,16.7867,16.242,16.5213
2240,2016-04-13,73823273.0,16.5673,17.0333,16.4887,16.9687
2239,2016-04-14,61938839.0,16.8667,17.1226,16.7367,16.7907
2238,2016-04-15,56228867.0,16.754,16.9733,16.608,16.9673
2237,2016-04-18,63948658.0,16.8153,17.2207,16.7773,16.9253
2236,2016-04-19,95270352.0,16.8747,16.958,16.0834,16.4913
2235,2016-04-20,77885106.0,16.4173,16.9107,16.1,16.6647
2234,2016-04-21,41656164.0,16.5993,16.7267,16.4607,16.5527
2233,2016-04-22,56746862.0,16.5927,16.9333,16.3807,16.9167
2232,2016-04-25,54976293.0,16.8673,17.1587,16.7173,16.788
2231,2016-04-26,48266661.0,16.8033,17.0487,16.626,16.916
2230,2016-04-27,47971551.0,16.85,17.0,16.6267,16.7647
2229,2016-04-28,37733906.0,16.6567,16.8953,16.496,16.514
2228,2016-04-29,81077419.0,16.5427,16.562,15.854,16.0507
2227,2016-05-02,57584341.0,16.1,16.2127,15.6547,16.12
2226,2016-05-03,64444843.0,15.824,15.9273,15.4413,15.488
2225,2016-05-04,128249996.0,15.3527,15.6307,14.6933,14.8373
2224,2016-05-05,168725016.0,15.2307,15.2427,13.986,14.102
2223,2016-05-06,85255082.0,14.058,14.4247,13.874,14.3287
2222,2016-05-09,71594844.0,14.3813,14.41,13.7867,13.928
2221,2016-05-10,61020764.0,13.8367,13.9647,13.6667,13.9127
2220,2016-05-11,77394561.0,13.8393,14.3653,13.7367,13.9307
2219,2016-05-12,54751098.0,14.096,14.1113,13.5772,13.8187
2218,2016-05-13,42309219.0,13.852,14.08,13.78,13.8407
2217,2016-05-16,44186288.0,13.8767,14.21,13.8613,13.886
2216,2016-05-17,42630399.0,13.9367,13.988,13.6013,13.644
2215,2016-05-18,83290338.0,13.9433,14.354,13.85,14.078
2214,2016-05-19,102268779.0,14.2413,14.4527,13.82,14.3473
2213,2016-05-20,134948123.0,14.466,14.7033,14.4233,14.6853
2212,2016-05-23,76451227.0,14.658,14.84,14.3907,14.4147
2211,2016-05-24,45139882.0,14.44,14.5827,14.3453,14.5273
2210,2016-05-25,46969162.0,14.5273,14.7573,14.434,14.6387
2209,2016-05-26,60997650.0,14.7,15.0173,14.6033,15.008
2208,2016-05-27,54686853.0,14.9993,15.062,14.7167,14.8693
2207,2016-05-31,41800209.0,14.8693,14.9833,14.7667,14.882
2206,2016-06-01,44734028.0,14.7653,14.8267,14.4593,14.6373
2205,2016-06-02,30259170.0,14.6393,14.6606,14.474,14.5973
2204,2016-06-03,33391633.0,14.6667,14.796,14.534,14.5993
2203,2016-06-06,33639493.0,14.5333,14.7267,14.3633,14.712
2202,2016-06-07,92912264.0,14.816,15.6293,14.768,15.4893
2201,2016-06-08,89476605.0,15.5867,16.0563,15.507,15.7013
2200,2016-06-09,66813297.0,15.6653,15.6887,15.1373,15.2907
2199,2016-06-10,89918175.0,15.1593,15.198,14.5615,14.586
2198,2016-06-13,62817464.0,14.6333,15.0513,14.5107,14.5247
2197,2016-06-14,53637303.0,14.592,14.8133,14.1687,14.3307
2196,2016-06-15,43575008.0,14.4633,14.7933,14.342,14.5133
2195,2016-06-16,36580362.0,14.4947,14.536,14.2333,14.5287
2194,2016-06-17,46615987.0,14.5207,14.666,14.3,14.3647
2193,2016-06-20,53246493.0,14.6333,14.9167,14.5487,14.6467
2192,2016-06-21,42834264.0,14.712,14.8379,14.5873,14.6407
2191,2016-06-22,355591322.0,13.298,13.73,13.05,13.1107
2190,2016-06-23,151472774.0,13.046,13.17,12.8087,13.0933
2189,2016-06-24,104834183.0,12.67,13.008,12.6487,12.8767
2188,2016-06-27,108177291.0,12.724,13.254,12.5247,13.2367
2187,2016-06-28,92384894.0,13.4593,13.6033,13.294,13.4527
2186,2016-06-29,89806755.0,13.6753,14.1187,13.5333,14.0127
2185,2016-06-30,71916564.0,14.198,14.2333,13.9347,14.152
2184,2016-07-01,80940410.0,13.7427,14.5493,13.7333,14.4333
2183,2016-07-05,77547441.0,13.982,14.3029,13.8667,14.2653
2182,2016-07-06,73654238.0,14.0,14.3487,13.9333,14.296
2181,2016-07-07,54050748.0,14.2067,14.5413,14.2007,14.396
2180,2016-07-08,61006934.0,14.52,14.654,14.3,14.452
2179,2016-07-11,80535950.0,14.664,15.1187,14.634,14.9853
2178,2016-07-12,68608091.0,14.94,15.1667,14.8813,14.9767
2177,2016-07-13,53110458.0,15.0333,15.0393,14.686,14.8353
2176,2016-07-14,39868465.0,14.8747,14.996,14.7367,14.7687
2175,2016-07-15,33462298.0,14.8347,14.85,14.6427,14.6933
2174,2016-07-18,50918795.0,14.6427,15.1393,14.5533,15.0833
2173,2016-07-19,45713002.0,15.0,15.2733,14.9833,15.0173
2172,2016-07-20,38341766.0,15.098,15.32,15.0,15.224
2171,2016-07-21,66386307.0,15.0667,15.1898,14.6067,14.7
2170,2016-07-22,38556911.0,14.7993,14.9667,14.592,14.818
2169,2016-07-25,67192211.0,14.818,15.426,14.7581,15.334
2168,2016-07-26,51408739.0,15.1793,15.3333,15.02,15.3007
2167,2016-07-27,43305398.0,15.2893,15.5573,15.128,15.2327
2166,2016-07-28,36231912.0,15.1967,15.384,15.1067,15.374
2165,2016-07-29,45923587.0,15.38,15.6853,15.3493,15.6527
2164,2016-08-01,60210690.0,15.7,15.7753,15.292,15.334
2163,2016-08-02,58930561.0,15.2913,15.3247,14.76,15.1467
2162,2016-08-03,57131176.0,15.158,15.3133,14.9473,15.0527
2161,2016-08-04,62132294.0,15.046,15.3907,14.8033,15.374
2160,2016-08-05,47855106.0,15.3333,15.4667,15.16,15.3353
2159,2016-08-08,33891958.0,15.2,15.3067,15.0727,15.0773
2158,2016-08-09,32996474.0,15.1213,15.4358,15.11,15.272
2157,2016-08-10,35047422.0,15.216,15.3247,14.9747,15.0433
2156,2016-08-11,28154371.0,15.078,15.1713,14.894,14.994
2155,2016-08-12,27177736.0,15.0273,15.11,14.936,15.0407
2154,2016-08-15,30269445.0,15.068,15.3,14.9953,15.0393
2153,2016-08-16,33766708.0,15.0327,15.146,14.894,14.9073
2152,2016-08-17,26796107.0,14.9553,14.9887,14.8533,14.8827
2151,2016-08-18,25489487.0,14.9213,15.044,14.8193,14.9007
2150,2016-08-19,24879228.0,14.9027,15.0113,14.8353,15.0
2149,2016-08-22,30925365.0,14.9447,15.0073,14.8453,14.862
2148,2016-08-23,71216139.0,14.9547,15.2327,14.8533,14.9893
2147,2016-08-24,38504186.0,15.1367,15.1433,14.8147,14.8413
2146,2016-08-25,26403167.0,14.874,14.92,14.718,14.7307
2145,2016-08-26,33571288.0,14.8093,14.857,14.588,14.666
2144,2016-08-29,48920691.0,14.6767,14.6933,14.3333,14.3467
2143,2016-08-30,47463306.0,14.4073,14.4073,14.0347,14.0893
2142,2016-08-31,49122785.0,14.0287,14.1733,13.91,14.134
2141,2016-09-01,118986601.0,13.934,14.0733,13.3667,13.3847
2140,2016-09-02,89552265.0,13.4887,13.5467,13.08,13.1853
2139,2016-09-06,65792862.0,13.268,13.55,13.2667,13.522
2138,2016-09-07,54568743.0,13.7,13.7665,13.3807,13.4473
2137,2016-09-08,50584370.0,13.3033,13.326,13.0907,13.1573
2136,2016-09-09,56305982.0,13.2727,13.328,12.9133,12.9647
2135,2016-09-12,55710707.0,13.0,13.4246,12.94,13.22
2134,2016-09-13,53747073.0,13.1373,13.2327,12.8967,13.07
2133,2016-09-14,33842128.0,13.05,13.195,12.9904,13.094
2132,2016-09-15,46244107.0,13.0993,13.5013,13.0933,13.3613
2131,2016-09-16,46563967.0,13.3613,13.7133,13.2667,13.6933
2130,2016-09-19,34474753.0,13.8,13.962,13.6667,13.756
2129,2016-09-20,36128322.0,13.79,13.85,13.594,13.6427
2128,2016-09-21,39469255.0,13.758,13.8,13.4373,13.6813
2127,2016-09-22,35723982.0,13.76,13.8187,13.5333,13.762
2126,2016-09-23,43561853.0,13.7327,14.012,13.7113,13.83
2125,2016-09-26,35900577.0,13.7667,14.0667,13.7667,13.9327
2124,2016-09-27,50518580.0,13.9767,13.9988,13.6406,13.7207
2123,2016-09-28,31189844.0,13.834,13.8833,13.684,13.7513
2122,2016-09-29,40710580.0,13.7067,13.822,13.372,13.38
2121,2016-09-30,38725931.0,13.4807,13.6653,13.3033,13.602
2120,2016-10-03,89840085.0,14.1533,14.3779,13.8833,14.2467
2119,2016-10-04,53069268.0,14.2067,14.2213,13.9213,14.094
2118,2016-10-05,28086826.0,14.1493,14.21,13.8747,13.8973
2117,2016-10-06,70469020.0,13.4973,13.614,13.3473,13.4
2116,2016-10-07,52342174.0,13.4,13.4213,13.0533,13.1073
2115,2016-10-10,49670075.0,13.4233,13.6093,13.3107,13.3967
2114,2016-10-11,34901293.0,13.4567,13.48,13.2207,13.34
2113,2016-10-12,29536470.0,13.3967,13.592,13.3613,13.434
2112,2016-10-13,37427081.0,13.3667,13.393,13.1367,13.3493
2111,2016-10-14,63982033.0,13.3773,13.4287,13.0867,13.1007
2110,2016-10-17,67774931.0,13.1367,13.226,12.8,12.9307
2109,2016-10-18,85140647.0,13.066,13.298,12.884,13.2733
2108,2016-10-19,104492723.0,13.316,13.7773,13.204,13.5707
2107,2016-10-20,76041112.0,13.4747,13.5333,13.1367,13.2733
2106,2016-10-21,44053598.0,13.24,13.438,13.1607,13.3393
2105,2016-10-24,41210139.0,13.4,13.5964,13.35,13.5173
2104,2016-10-25,36631752.0,13.5267,13.646,13.4133,13.4893
2103,2016-10-26,80203355.0,13.4,13.546,13.34,13.4827
2102,2016-10-27,196064752.0,14.0893,14.2467,13.4433,13.6007
2101,2016-10-28,64101808.0,13.6,13.688,13.322,13.3313
2100,2016-10-31,70369765.0,13.4993,13.4993,13.054,13.182
2099,2016-11-01,105355057.0,13.2027,13.2333,12.5403,12.7193
2098,2016-11-02,63633718.0,12.67,12.8463,12.5003,12.5347
2097,2016-11-03,39668230.0,12.6,12.7647,12.4693,12.4947
2096,2016-11-04,77158686.0,12.6,12.8973,12.3973,12.704
2095,2016-11-07,57865201.0,12.906,12.9527,12.67,12.8807
2094,2016-11-08,48793881.0,12.9193,13.166,12.7507,12.996
2093,2016-11-09,122496644.0,12.4583,12.8,12.2633,12.6707
2092,2016-11-10,101194299.0,12.7367,12.774,12.028,12.3567
2091,2016-11-11,59806335.0,12.2827,12.592,12.2,12.5707
2090,2016-11-14,98218646.0,12.5333,12.55,11.8793,12.0967
2089,2016-11-15,58496116.0,12.1853,12.4287,12.1367,12.2513
2088,2016-11-16,51489994.0,12.1767,12.3153,12.0807,12.262
2087,2016-11-17,73214498.0,12.2327,12.6327,12.1407,12.5773
2086,2016-11-18,78097056.0,12.71,12.8667,12.3333,12.3347
2085,2016-11-21,65338047.0,12.336,12.5927,12.294,12.3013
2084,2016-11-22,84018528.0,12.3893,12.7647,12.2473,12.7447
2083,2016-11-23,73354238.0,12.7073,13.0429,12.6,12.876
2082,2016-11-25,35491452.0,12.9093,13.1492,12.9093,13.11
2081,2016-11-28,67816196.0,13.032,13.29,12.97,13.0747
2080,2016-11-29,66529647.0,13.0373,13.1153,12.6333,12.638
2079,2016-11-30,53173338.0,12.7333,12.7927,12.5,12.6267
2078,2016-12-01,76786537.0,12.55,12.5687,12.0667,12.1253
2077,2016-12-02,60602985.0,12.192,12.3253,12.0,12.098
2076,2016-12-05,61042169.0,12.1673,12.5927,12.1673,12.4533
2075,2016-12-06,50840450.0,12.368,12.4387,12.1788,12.39
2074,2016-12-07,81856024.0,12.41,12.8933,12.3333,12.8767
2073,2016-12-08,47905236.0,12.8033,12.8333,12.636,12.8193
2072,2016-12-09,40814035.0,12.7247,12.9224,12.7207,12.812
2071,2016-12-12,36546402.0,12.8533,12.9613,12.736,12.8287
2070,2016-12-13,102289779.0,12.8787,13.4187,12.8667,13.21
2069,2016-12-14,62209679.0,13.2493,13.5333,13.1173,13.246
2068,2016-12-15,48279771.0,13.2273,13.3827,13.1593,13.172
2067,2016-12-16,56931632.0,13.2053,13.506,13.1733,13.4993
2066,2016-12-19,52304029.0,13.4993,13.63,13.3227,13.5153
2065,2016-12-20,70264000.0,13.5367,13.9333,13.5,13.9193
2064,2016-12-21,78092106.0,13.8967,14.1487,13.8273,13.8467
2063,2016-12-22,46626382.0,13.8813,13.9993,13.7667,13.8967
2062,2016-12-23,70023910.0,13.8667,14.23,13.8473,14.2227
2061,2016-12-27,88699981.0,14.3253,14.8167,14.2947,14.6353
2060,2016-12-28,56678132.0,14.7687,14.92,14.48,14.6493
2059,2016-12-29,60646260.0,14.5707,14.6133,14.2748,14.312
2058,2016-12-30,69619285.0,14.42,14.5,14.112,14.246
2057,2017-01-03,88522366.0,14.324,14.6887,14.064,14.466
2056,2017-01-04,168068316.0,14.3167,15.2,14.2873,15.1327
2055,2017-01-05,88633861.0,15.0947,15.1653,14.7967,15.1167
2054,2017-01-06,82862254.0,15.1287,15.354,15.03,15.2673
2053,2017-01-09,59590710.0,15.2647,15.4613,15.2,15.4187
2052,2017-01-10,54884688.0,15.4667,15.4667,15.126,15.3247
2051,2017-01-11,54748623.0,15.2713,15.332,15.112,15.3153
2050,2017-01-12,56813177.0,15.2707,15.38,15.0387,15.306
2049,2017-01-13,91284104.0,15.3333,15.8567,15.306,15.85
2048,2017-01-17,69220930.0,15.78,15.9973,15.6247,15.7053
2047,2017-01-18,56509052.0,15.7767,15.9807,15.7053,15.8907
2046,2017-01-19,115758602.0,16.4833,16.5787,16.05,16.2507
2045,2017-01-20,62995769.0,16.364,16.4,16.2007,16.3153
2044,2017-01-23,93931408.0,16.39,16.726,16.3667,16.5947
2043,2017-01-24,74372123.0,16.6667,16.9867,16.6433,16.974
2042,2017-01-25,77179476.0,17.154,17.2307,16.7867,16.9647
2041,2017-01-26,47155731.0,16.9527,17.0493,16.7167,16.834
2040,2017-01-27,47426586.0,16.7587,16.8667,16.568,16.8633
2039,2017-01-30,56979542.0,16.8353,17.0193,16.4733,16.7087
2038,2017-01-31,61680164.0,16.616,17.0593,16.5133,16.7953
2037,2017-02-01,59296545.0,16.87,16.88,16.6033,16.616
2036,2017-02-02,37481966.0,16.556,16.828,16.514,16.77
2035,2017-02-03,32778434.0,16.794,16.8119,16.6453,16.7553
2034,2017-02-06,53363973.0,16.7333,17.188,16.7087,17.1847
2033,2017-02-07,63660913.0,17.2127,17.3333,17.0947,17.1653
2032,2017-02-08,58686391.0,17.1567,17.5573,17.08,17.472
2031,2017-02-09,117188941.0,17.75,18.0787,17.7433,17.9467
2030,2017-02-10,54275013.0,17.986,18.0633,17.7407,17.9487
2029,2017-02-13,105346027.0,18.0493,18.7193,18.034,18.7067
2028,2017-02-14,110121695.0,18.602,19.1593,18.574,18.732
2027,2017-02-15,74158148.0,18.6667,18.816,18.4293,18.6507
2026,2017-02-16,105957847.0,18.5067,18.6667,17.9,17.93
2025,2017-02-17,93771988.0,17.72,18.1927,17.61,18.1487
2024,2017-02-21,84713583.0,18.3633,18.76,18.2673,18.4927
2023,2017-02-22,128067101.0,18.6873,18.8967,18.1733,18.234
2022,2017-02-23,223156238.0,17.6,17.644,17.0373,17.066
2021,2017-02-24,122502974.0,16.844,17.2167,16.68,17.1333
2020,2017-02-27,171752314.0,16.5447,16.5573,16.134,16.4153
2019,2017-02-28,91108304.0,16.2793,16.7333,16.26,16.666
2018,2017-03-01,72074409.0,16.9453,16.99,16.6073,16.668
2017,2017-03-02,50186240.0,16.6473,16.8853,16.5513,16.6987
2016,2017-03-03,43882193.0,16.716,16.7933,16.6,16.7713
2015,2017-03-06,50303990.0,16.5273,16.78,16.5007,16.7473
2014,2017-03-07,51788779.0,16.7947,16.926,16.5547,16.5727
2013,2017-03-08,55901162.0,16.4667,16.6713,16.3547,16.458
2012,2017-03-09,58147381.0,16.5087,16.5773,16.2,16.3267
2011,2017-03-10,45941752.0,16.414,16.4333,16.2,16.246
2010,2017-03-13,45169177.0,16.3213,16.4567,16.1854,16.4113
2009,2017-03-14,113725728.0,16.4073,17.208,16.4013,17.2
2008,2017-03-15,78500436.0,17.1333,17.4,16.9513,17.0487
2007,2017-03-16,106907647.0,17.4933,17.7167,17.2707,17.47
2006,2017-03-17,97365221.0,17.6,17.6887,17.4133,17.4333
2005,2017-03-20,54024213.0,17.3733,17.6367,17.2547,17.4613
2004,2017-03-21,103523273.0,17.522,17.6533,16.6827,16.712
2003,2017-03-22,60850995.0,16.7707,17.0047,16.7007,17.0007
2002,2017-03-23,49647635.0,17.026,17.1781,16.8867,16.9853
2001,2017-03-24,84564978.0,17.0467,17.5927,17.0007,17.544
2000,2017-03-27,93320368.0,17.3733,18.038,17.3167,18.0147
1999,2017-03-28,119679915.0,18.468,18.712,18.3333,18.4967
1998,2017-03-29,55087862.0,18.556,18.64,18.3693,18.492
1997,2017-03-30,62121524.0,18.536,18.8,18.4807,18.528
1996,2017-03-31,49405445.0,18.582,18.6453,18.4213,18.5533
1995,2017-04-03,207972646.0,19.1267,19.9333,18.972,19.9013
1994,2017-04-04,151623374.0,19.7927,20.3207,19.6353,20.2467
1993,2017-04-05,117878416.0,20.136,20.3253,19.6133,19.6667
1992,2017-04-06,82765924.0,19.792,20.1293,19.6067,19.9133
1991,2017-04-07,68499446.0,19.8333,20.1793,19.81,20.1693
1990,2017-04-10,114804288.0,20.61,20.9153,20.5807,20.826
1989,2017-04-11,85770752.0,20.892,20.898,20.3667,20.5807
1988,2017-04-12,90654675.0,20.4227,20.5632,19.7547,19.7893
1987,2017-04-13,139135160.0,19.78,20.4927,19.6867,20.2667
1986,2017-04-17,61920974.0,20.18,20.2667,19.912,20.096
1985,2017-04-18,45513352.0,19.98,20.056,19.86,20.0167
1984,2017-04-19,58367146.0,20.164,20.4413,20.1407,20.368
1983,2017-04-20,92189369.0,20.434,20.61,20.0153,20.1673
1982,2017-04-21,67529336.0,20.1333,20.4267,20.028,20.3733
1981,2017-04-24,76166527.0,20.6147,20.7033,20.4014,20.5353
1980,2017-04-25,101012379.0,20.5333,20.932,20.3907,20.9193
1979,2017-04-26,70246930.0,20.8247,20.9667,20.6,20.678
1978,2017-04-27,51939919.0,20.7793,20.8727,20.5,20.5753
1977,2017-04-28,67449851.0,20.6553,20.9867,20.5333,20.938
1976,2017-05-01,132298254.0,20.992,21.8167,20.9873,21.522
1975,2017-05-02,79748225.0,21.6,21.844,21.104,21.2593
1974,2017-05-03,103188833.0,21.178,21.4353,20.6967,20.7347
1973,2017-05-04,212039744.0,20.4957,20.518,19.384,19.6973
1972,2017-05-05,121761674.0,19.8667,20.57,19.7867,20.5567
1971,2017-05-08,105043552.0,20.7267,20.9193,20.388,20.4793
1970,2017-05-09,144950538.0,20.6253,21.466,20.6067,21.4173
1969,2017-05-10,86017817.0,21.4373,21.7,21.208,21.6813
1968,2017-05-11,71207544.0,21.56,21.7333,21.3067,21.54
1967,2017-05-12,61779164.0,21.6987,21.8,21.4353,21.654
1966,2017-05-15,114102753.0,21.2253,21.3467,20.8353,21.0587
1965,2017-05-16,62115959.0,21.1727,21.3373,21.0093,21.134
1964,2017-05-17,100434805.0,20.9593,20.9753,20.3667,20.4073
1963,2017-05-18,84137253.0,20.4667,20.9293,20.354,20.8707
1962,2017-05-19,69818665.0,21.0333,21.1,20.68,20.722
1961,2017-05-22,64864543.0,20.8533,20.958,20.4533,20.69
