,Date,Volume,Open,High,Low,Adj Close
1960,2017-05-23,64713973.0,20.6973,20.7153,20.232,20.2573
1959,2017-05-24,75527842.0,20.434,20.7333,20.36,20.6813
1958,2017-05-25,75006442.0,20.7347,21.1313,20.5207,21.122
1957,2017-05-26,116895077.0,21.152,21.6993,21.0873,21.676
1956,2017-05-30,116572982.0,21.7333,22.4187,21.7173,22.34
1955,2017-05-31,149063265.0,22.5127,22.8593,22.344,22.734
1954,2017-06-01,114026403.0,22.9333,22.992,22.486,22.6913
1953,2017-06-02,83759238.0,22.6513,22.8587,22.3953,22.6567
1952,2017-06-05,101537559.0,22.5667,23.2293,22.2807,23.1547
1951,2017-06-06,165478717.0,22.98,23.9662,22.6647,23.5233
1950,2017-06-07,140230310.0,23.756,24.0333,23.676,23.9767
1949,2017-06-08,135430087.0,24.25,24.7933,24.0147,24.6667
1948,2017-06-09,258750771.0,24.9613,25.1247,23.6533,23.8213
1947,2017-06-12,157617821.0,23.866,24.3,23.3747,23.934
1946,2017-06-13,176600462.0,24.508,25.0667,24.4407,25.0633
1945,2017-06-14,191677104.0,25.4057,25.6167,25.0873,25.3773
1944,2017-06-15,156189672.0,24.8333,25.0307,24.4327,25.0227
1943,2017-06-16,95211702.0,25.1983,25.2007,24.6733,24.76
1942,2017-06-19,96501462.0,25.0,25.1133,24.52,24.6533
1941,2017-06-20,111286594.0,25.1113,25.2587,24.6487,24.816
1940,2017-06-21,73751513.0,24.9567,25.1327,24.5347,25.0933
1939,2017-06-22,112656034.0,25.1993,25.6667,24.9047,25.5073
1938,2017-06-23,96377652.0,25.4967,25.7993,25.2897,25.5633
1937,2017-06-26,98952761.0,25.7793,25.7967,24.8733,25.166
1936,2017-06-27,104662358.0,25.0933,25.0933,24.1347,24.158
1935,2017-06-28,94354798.0,24.4453,24.7827,24.168,24.7493
1934,2017-06-29,123036883.0,24.7073,24.7333,23.6067,24.05
1933,2017-06-30,87345646.0,24.2473,24.4512,23.9746,24.1073
1932,2017-07-03,94580968.0,24.6827,24.7567,23.4333,23.508
1931,2017-07-05,254974373.0,23.1467,23.1493,21.7553,21.806
1930,2017-07-06,288870456.0,21.1507,21.386,20.42,20.5887
1929,2017-07-07,211949144.0,20.9,21.1333,20.492,20.8813
1928,2017-07-10,206404247.0,20.86,21.196,20.2087,21.07
1927,2017-07-11,172901314.0,21.0667,21.8187,20.9533,21.8147
1926,2017-07-12,154758523.0,22.0267,22.2067,21.6333,21.968
1925,2017-07-13,128734661.0,22.0073,22.1067,21.3313,21.5607
1924,2017-07-14,84118818.0,21.546,21.8947,21.4147,21.852
1923,2017-07-17,147412516.0,21.7027,21.8067,20.8967,21.3047
1922,2017-07-18,95410602.0,21.1667,21.942,21.044,21.8827
1921,2017-07-19,95188212.0,21.882,22.11,21.548,21.684
1920,2017-07-20,77137701.0,21.7933,22.0147,21.6133,21.9947
1919,2017-07-21,73075583.0,21.964,22.0838,21.72,21.8933
1918,2017-07-24,128974316.0,22.016,22.8933,22.0007,22.8347
1917,2017-07-25,104668928.0,23.0,23.04,22.2767,22.64
1916,2017-07-26,72142674.0,22.6907,23.0333,22.5413,22.9233
1915,2017-07-27,124288123.0,23.0667,23.1667,21.7527,22.2973
1914,2017-07-28,73048328.0,22.4593,22.64,22.1673,22.338
1913,2017-07-31,127881746.0,22.3667,22.766,21.4027,21.5647
1912,2017-08-01,124274893.0,21.5333,21.63,21.0753,21.3047
1911,2017-08-02,179135160.0,21.2627,21.808,20.748,21.726
1910,2017-08-03,202863949.0,23.022,23.3333,22.8767,23.1393
1909,2017-08-04,138499356.0,23.1333,23.818,22.8867,23.794
1908,2017-08-07,94639918.0,23.8233,23.9653,23.5167,23.678
1907,2017-08-08,111477514.0,23.8353,24.572,23.8267,24.348
1906,2017-08-09,103217678.0,24.0667,24.6667,23.93,24.2353
1905,2017-08-10,105945757.0,24.1067,24.4434,23.644,23.6933
1904,2017-08-11,65363397.0,23.798,24.084,23.5747,23.858
1903,2017-08-14,67619501.0,24.3087,24.5107,24.1733,24.2533
1902,2017-08-15,46268992.0,24.3467,24.366,23.958,24.1553
1901,2017-08-16,51092569.0,24.2,24.4333,24.168,24.194
1900,2017-08-17,75162337.0,24.0807,24.22,23.4393,23.4613
1899,2017-08-18,80862035.0,23.5273,23.6,23.0533,23.164
1898,2017-08-21,97347701.0,23.0547,23.0547,22.1233,22.524
1897,2017-08-22,64713988.0,22.742,22.816,22.4915,22.7567
1896,2017-08-23,74129168.0,22.5993,23.566,22.5536,23.518
1895,2017-08-24,68573576.0,23.5013,23.7773,23.316,23.5287
1894,2017-08-25,52127764.0,23.616,23.7127,23.1533,23.2033
1893,2017-08-28,56193572.0,23.152,23.1567,22.648,23.044
1892,2017-08-29,61039514.0,22.632,23.27,22.5833,23.1573
1891,2017-08-30,51062449.0,23.3113,23.5647,23.1333,23.5453
1890,2017-08-31,60949920.0,23.57,23.896,23.5213,23.7267
1889,2017-09-01,45728227.0,23.7413,23.8393,23.5794,23.6933
1888,2017-09-05,57546001.0,23.5867,23.6993,23.0593,23.306
1887,2017-09-06,61229984.0,23.3,23.3986,22.7707,22.9687
1886,2017-09-07,63525643.0,23.0653,23.4987,22.8967,23.374
1885,2017-09-08,48919971.0,23.266,23.3187,22.82,22.8933
1884,2017-09-11,114764943.0,23.4233,24.2473,23.3333,24.246
1883,2017-09-12,89493015.0,24.2993,24.584,24.0267,24.1833
1882,2017-09-13,62567744.0,24.2547,24.538,23.9727,24.4153
1881,2017-09-14,107553891.0,24.2887,25.1973,24.1753,25.176
1880,2017-09-15,81108364.0,24.9673,25.3333,24.8467,25.3207
1879,2017-09-18,107666541.0,25.35,25.974,25.1787,25.6667
1878,2017-09-19,96528072.0,25.3333,25.4927,24.9047,25.0067
1877,2017-09-20,73649333.0,24.8667,25.2166,24.738,24.9273
1876,2017-09-21,69163045.0,24.9933,25.122,24.3007,24.432
1875,2017-09-22,122143364.0,24.4327,24.66,23.392,23.406
1874,2017-09-25,113807313.0,23.5433,23.8313,22.8587,22.9993
1873,2017-09-26,107244681.0,23.3953,23.416,22.7267,23.0167
1872,2017-09-27,90410580.0,23.3267,23.4326,22.7,22.7313
1871,2017-09-28,79646645.0,22.6587,22.85,22.36,22.64
1870,2017-09-29,76485727.0,22.7907,22.9787,22.5734,22.74
1869,2017-10-02,78413166.0,22.8347,22.9133,22.3673,22.7687
1868,2017-10-03,151838174.0,22.3933,23.2367,22.0853,23.2093
1867,2017-10-04,122219864.0,23.4167,23.908,23.3067,23.6673
1866,2017-10-05,62518664.0,23.7333,23.829,23.4233,23.6887
1865,2017-10-06,64092958.0,23.54,24.0066,23.4833,23.792
1864,2017-10-09,111921859.0,23.31,23.45,22.8447,22.8627
1863,2017-10-10,104583893.0,23.12,23.7087,23.0354,23.706
1862,2017-10-11,67420961.0,23.5927,23.84,23.41,23.64
1861,2017-10-12,61103249.0,23.53,23.9853,23.5093,23.712
1860,2017-10-13,53082078.0,23.7987,23.8993,23.5787,23.7047
1859,2017-10-16,80596310.0,23.584,23.632,23.144,23.3733
1858,2017-10-17,49354325.0,23.394,23.748,23.338,23.7167
1857,2017-10-18,74040323.0,23.7313,24.2,23.6087,23.9767
1856,2017-10-19,75835687.0,23.704,23.8098,23.2133,23.454
1855,2017-10-20,73884818.0,23.5127,23.6367,22.956,23.0067
1854,2017-10-23,86093927.0,23.3253,23.33,22.4167,22.468
1853,2017-10-24,67285346.0,22.5867,22.8533,22.4107,22.4893
1852,2017-10-25,128754221.0,22.4467,22.5,21.5707,21.7227
1851,2017-10-26,75151267.0,21.852,22.0153,21.5467,21.7447
1850,2017-10-27,104525423.0,21.3167,21.6393,21.1107,21.3913
1849,2017-10-30,63714253.0,21.2787,21.5853,21.15,21.3387
1848,2017-10-31,84750888.0,21.3487,22.13,21.3453,22.102
1847,2017-11-01,123637243.0,22.15,22.1739,21.3507,21.4053
1846,2017-11-02,296569052.0,20.0087,20.5793,19.5087,19.9507
1845,2017-11-03,133288928.0,19.9667,20.4167,19.6753,20.406
1844,2017-11-06,97210286.0,20.4667,20.5,19.934,20.1853
1843,2017-11-07,79272620.0,20.068,20.4333,20.002,20.4033
1842,2017-11-08,70880290.0,20.3667,20.4593,20.0867,20.2927
1841,2017-11-09,81602554.0,20.1667,20.2973,19.7533,20.1993
1840,2017-11-10,69316165.0,20.1667,20.5573,20.1233,20.1993
1839,2017-11-13,113478573.0,20.0087,21.12,19.9407,21.0267
1838,2017-11-14,84928518.0,21.0,21.09,20.46,20.58
1837,2017-11-15,89277480.0,20.4007,20.8327,20.1,20.7533
1836,2017-11-16,86916092.0,20.9327,21.2093,20.7533,20.8333
1835,2017-11-17,205812347.0,21.7113,21.778,20.8767,21.0033
1834,2017-11-20,123627253.0,20.9193,21.0333,20.3167,20.5827
1833,2017-11-21,108845661.0,20.724,21.2153,20.5807,21.1873
1832,2017-11-22,73699208.0,21.118,21.1613,20.7893,20.84
1831,2017-11-24,48660951.0,20.9193,21.094,20.7333,21.0367
1830,2017-11-27,68066651.0,20.8833,21.156,20.634,21.1207
1829,2017-11-28,74125508.0,21.0907,21.3333,20.928,21.17
1828,2017-11-29,131361879.0,21.1533,21.2,20.082,20.5027
1827,2017-11-30,65181477.0,20.5707,20.7133,20.3027,20.59
1826,2017-12-01,64291198.0,20.3627,20.688,20.3367,20.4353
1825,2017-12-04,87513361.0,20.4333,20.551,20.0407,20.3467
1824,2017-12-05,69655585.0,20.1333,20.5333,20.0667,20.2467
1823,2017-12-06,107767101.0,20.0067,20.8927,20.0,20.884
1822,2017-12-07,71693814.0,20.8,21.2423,20.7367,20.7493
1821,2017-12-08,51991294.0,20.9733,21.132,20.7507,21.0087
1820,2017-12-11,118891291.0,20.9753,21.934,20.9167,21.9273
1819,2017-12-12,130733485.0,22.03,22.7627,22.002,22.7353
1818,2017-12-13,93265468.0,22.7287,22.948,22.4333,22.602
1817,2017-12-14,86880317.0,22.734,23.1627,22.46,22.526
1816,2017-12-15,103818638.0,22.8027,22.9267,22.384,22.8967
1815,2017-12-18,81998149.0,22.9933,23.1153,22.5053,22.5913
1814,2017-12-19,102312969.0,22.684,22.7662,22.02,22.0733
1813,2017-12-20,88610626.0,22.1793,22.2067,21.6693,21.932
1812,2017-12-21,65549877.0,21.9727,22.2493,21.814,22.1107
1811,2017-12-22,63113998.0,21.9673,22.0614,21.6547,21.68
1810,2017-12-26,65530452.0,21.5887,21.596,21.1053,21.1527
1809,2017-12-27,70576225.0,21.0667,21.1787,20.7167,20.776
1808,2017-12-28,64601158.0,20.7833,21.0547,20.636,21.024
1807,2017-12-29,56542532.0,21.0787,21.094,20.6667,20.7567
1806,2018-01-02,65184192.0,20.8,21.474,20.7333,21.3687
1805,2018-01-03,66577767.0,21.4,21.6833,21.0367,21.15
1804,2018-01-04,149168820.0,20.858,21.2367,20.3787,20.9747
1803,2018-01-05,68830886.0,21.108,21.1493,20.8,21.1053
1802,2018-01-08,147489076.0,21.0667,22.468,21.0333,22.4273
1801,2018-01-09,107017821.0,22.344,22.5867,21.827,22.246
1800,2018-01-10,64545763.0,22.1467,22.4667,22.0,22.32
1799,2018-01-11,99612895.0,22.3493,22.9873,22.2173,22.53
1798,2018-01-12,72337599.0,22.5753,22.694,22.2447,22.4147
1797,2018-01-16,96438462.0,22.5027,23.0,22.32,22.6707
1796,2018-01-17,106388257.0,22.698,23.2667,22.65,23.144
1795,2018-01-18,85194392.0,23.0447,23.4867,22.916,22.9713
1794,2018-01-19,73067678.0,23.0,23.3727,22.84,23.3347
1793,2018-01-22,92996609.0,23.2933,23.8553,23.28,23.4373
1792,2018-01-23,81714289.0,24.0,24.0333,23.4,23.5193
1791,2018-01-24,79160750.0,23.6387,23.65,22.9013,23.0593
1790,2018-01-25,100878070.0,23.218,23.28,22.4267,22.5093
1789,2018-01-26,68031821.0,22.7667,22.9333,22.3807,22.8567
1788,2018-01-29,71073084.0,22.6567,23.39,22.552,23.302
1787,2018-01-30,70660225.0,23.0093,23.218,22.8113,23.0547
1786,2018-01-31,92990549.0,23.1673,23.746,23.0127,23.6207
1785,2018-02-01,62811569.0,23.4,23.9773,23.242,23.2833
1784,2018-02-02,55442327.0,23.2293,23.4633,22.7007,22.9167
1783,2018-02-05,66617457.0,22.5313,22.9647,22.2,22.2087
1782,2018-02-06,76200442.0,21.6807,22.4147,21.5667,22.2647
1781,2018-02-07,100945180.0,22.5993,23.0667,22.3773,23.0
1780,2018-02-08,154446223.0,22.8873,23.2413,20.9733,21.0153
1779,2018-02-09,193866353.0,21.3287,21.399,19.6507,20.6947
1778,2018-02-12,93367138.0,21.0753,21.2053,20.4167,21.0487
1777,2018-02-13,68319431.0,21.0013,21.6127,20.834,21.5773
1776,2018-02-14,59221125.0,21.3893,21.7447,21.2347,21.4873
1775,2018-02-15,88647301.0,21.6333,22.2747,21.4933,22.271
1774,2018-02-16,84602718.0,22.1667,22.8747,22.1093,22.366
1773,2018-02-20,60089400.0,22.298,22.7227,22.1,22.318
1772,2018-02-21,48108726.0,22.402,22.6462,22.2113,22.22
1771,2018-02-22,104428148.0,22.3687,23.1627,22.3167,23.078
1770,2018-02-23,87212611.0,23.1887,23.666,23.14,23.47
1769,2018-02-26,65017467.0,23.5667,23.9333,23.4903,23.828
1768,2018-02-27,71775294.0,23.75,23.9993,23.334,23.3993
1767,2018-02-28,90990615.0,23.5047,23.6827,22.8147,22.8707
1766,2018-03-01,103088228.0,23.0007,23.2447,22.0047,22.062
1765,2018-03-02,76331797.0,21.7987,22.348,21.5313,22.3413
1764,2018-03-05,57310501.0,22.1593,22.5167,21.9529,22.2233
1763,2018-03-06,63547213.0,22.25,22.4247,21.802,21.88
1762,2018-03-07,75029062.0,21.696,22.1667,21.4493,22.1533
1761,2018-03-08,52715479.0,22.1907,22.22,21.7516,21.94
1760,2018-03-09,82541644.0,21.6067,21.8993,21.4913,21.8113
1759,2018-03-12,123793723.0,21.9073,23.1473,21.7667,23.034
1758,2018-03-13,89409495.0,22.9947,23.008,22.4176,22.7893
1757,2018-03-14,119282220.0,22.4507,22.654,21.5953,21.7753
1756,2018-03-15,98318471.0,21.9587,22.19,21.4067,21.7067
1755,2018-03-16,91700429.0,21.7307,21.8267,21.2713,21.4233
1754,2018-03-19,112018294.0,21.1,21.3833,20.6447,20.904
1753,2018-03-20,71415429.0,20.9913,21.0833,20.584,20.7033
1752,2018-03-21,89313660.0,20.6833,21.496,20.6793,21.102
1751,2018-03-22,73873883.0,20.926,21.2547,20.5453,20.6067
1750,2018-03-23,99599350.0,20.75,20.774,20.03,20.1027
1749,2018-03-26,125473992.0,20.4893,20.506,19.424,20.2787
1748,2018-03-27,206805797.0,20.2667,20.2847,18.4787,18.612
1747,2018-03-28,314434043.0,17.6387,17.912,16.8067,17.1853
1746,2018-03-29,225216487.0,17.0993,18.064,16.5473,17.742
1745,2018-04-02,241399229.0,17.084,17.3555,16.306,16.832
1744,2018-04-03,282444609.0,17.988,18.2233,16.966,17.8353
1743,2018-04-04,298202551.0,16.852,19.2247,16.8,19.1293
1742,2018-04-05,285387757.0,19.2893,20.4173,19.2133,20.3813
1741,2018-04-06,202747849.0,20.0667,20.6187,19.7,19.9533
1740,2018-04-09,153621073.0,20.0247,20.6333,19.2807,19.3107
1739,2018-04-10,165255067.0,19.9313,20.4733,19.5787,20.3133
1738,2018-04-11,112053004.0,20.0493,20.5987,19.9773,20.062
1737,2018-04-12,113932818.0,20.1547,20.2633,19.5787,19.6053
1736,2018-04-13,109788320.0,20.24,20.2633,19.732,20.0227
1735,2018-04-16,94342408.0,19.9333,19.9773,19.2673,19.414
1734,2018-04-17,103967228.0,19.258,19.478,18.834,19.1793
1733,2018-04-18,97973396.0,19.4053,20.016,19.2107,19.5567
1732,2018-04-19,91256954.0,19.4053,20.0673,19.2367,20.0053
1731,2018-04-20,84339408.0,19.678,19.9987,19.3167,19.3493
1730,2018-04-23,73211108.0,19.4193,19.4413,18.822,18.8913
1729,2018-04-24,85173587.0,19.0,19.1393,18.564,18.8973
1728,2018-04-25,60006285.0,18.9,19.0107,18.4833,18.7127
1727,2018-04-26,65221587.0,18.5833,19.0527,18.4333,19.032
1726,2018-04-27,65202777.0,19.0247,19.6313,18.922,19.605
1725,2018-04-30,63360988.0,19.574,19.9153,19.5,19.5933
1724,2018-05-01,69224155.0,19.5673,20.0547,19.548,19.9947
1723,2018-05-02,125192577.0,19.9047,20.4567,19.8523,20.0767
1722,2018-05-03,260086220.0,18.586,19.2027,18.3487,18.9633
1721,2018-05-04,128482526.0,18.8667,19.7907,18.6347,19.606
1720,2018-05-07,130096285.0,19.8333,20.3973,19.678,20.1847
1719,2018-05-08,88911661.0,20.053,20.5167,19.9333,20.1313
1718,2018-05-09,85683782.0,20.0273,20.4673,20.0033,20.4567
1717,2018-05-10,84641523.0,20.5,20.866,20.2741,20.3347
1716,2018-05-11,69979780.0,20.5133,20.592,19.9387,20.0707
1715,2018-05-14,108982461.0,20.2213,20.3293,19.4413,19.4647
1714,2018-05-15,142646224.0,19.0007,19.1307,18.7,18.9453
1713,2018-05-16,85044617.0,18.922,19.254,18.7707,19.0987
1712,2018-05-17,66273837.0,19.06,19.2792,18.9313,18.9693
1711,2018-05-18,108655431.0,18.9767,18.9767,18.2667,18.4547
1710,2018-05-21,137517591.0,18.7553,19.4327,18.7533,18.966
1709,2018-05-22,134077448.0,19.1841,19.2,18.2281,18.334
1708,2018-05-23,89583510.0,18.5173,18.6607,18.2667,18.6047
1707,2018-05-24,62561804.0,18.56,18.7407,18.326,18.5233
1706,2018-05-25,58089286.0,18.5083,18.6427,18.374,18.59
1705,2018-05-29,84857253.0,18.5673,19.1,18.41,18.9173
1704,2018-05-30,112103794.0,18.886,19.667,18.7733,19.448
1703,2018-05-31,88692331.0,19.1473,19.358,18.862,18.982
1702,2018-06-01,81269719.0,19.0573,19.4633,18.9226,19.4547
1701,2018-06-04,71906769.0,19.6227,19.9333,19.5699,19.7827
1700,2018-06-05,88168051.0,19.8467,19.8533,19.116,19.4087
1699,2018-06-06,281135859.0,20.0333,21.478,19.832,21.3
1698,2018-06-07,215041542.0,21.0767,22.0,20.9053,21.0727
1697,2018-06-08,122882564.0,21.2667,21.632,21.1433,21.1773
1696,2018-06-11,197490651.0,21.5007,22.3107,21.5,22.14
1695,2018-06-12,333846283.0,22.98,23.6647,22.5333,22.8513
1694,2018-06-13,141021934.0,23.1137,23.1467,22.6533,22.9853
1693,2018-06-14,164417168.0,23.1753,23.9167,23.1067,23.848
1692,2018-06-15,162413319.0,23.5893,24.3113,23.4167,23.878
1691,2018-06-18,180381660.0,23.6933,24.9153,23.6333,24.722
1690,2018-06-19,191022504.0,24.344,24.6667,23.0833,23.5033
1689,2018-06-20,125553957.0,23.8693,24.292,23.4667,24.148
1688,2018-06-21,119247630.0,24.1333,24.4143,23.0847,23.1673
1687,2018-06-22,153806473.0,23.436,23.4833,22.1333,22.242
1686,2018-06-25,103876283.0,22.008,22.5647,21.8333,22.2007
1685,2018-06-26,111521179.0,22.4036,22.9033,21.7199,22.8
1684,2018-06-27,124707193.0,23.0,23.386,22.6333,22.9667
1683,2018-06-28,125822517.0,23.244,23.8013,23.074,23.3287
1682,2018-06-29,97138496.0,23.5553,23.5907,22.8273,22.8633
1681,2018-07-02,280990510.0,24.0047,24.3187,21.99,22.338
1680,2018-07-03,184239508.0,22.1167,22.166,20.646,20.724
1679,2018-07-05,261863419.0,20.9173,20.9593,19.748,20.6107
1678,2018-07-06,132902904.0,20.3303,20.8047,20.1333,20.5933
1677,2018-07-09,113693058.0,20.7993,21.2347,20.5333,21.234
1676,2018-07-10,141563284.0,21.6373,21.8452,21.28,21.498
1675,2018-07-11,73178888.0,21.0533,21.4627,21.0047,21.264
1674,2018-07-12,85677722.0,21.4287,21.5487,20.8513,21.114
1673,2018-07-13,88001596.0,21.0387,21.3057,20.6167,21.258
1672,2018-07-16,117006751.0,20.7807,21.0107,20.4167,20.6733
1671,2018-07-17,104816678.0,20.5873,21.6493,20.5667,21.5127
1670,2018-07-18,84151233.0,21.6667,21.7,21.0833,21.59
1669,2018-07-19,88606696.0,21.0887,21.5693,20.934,21.3487
1668,2018-07-20,77397426.0,21.4153,21.5493,20.7806,20.9053
1667,2018-07-23,164622218.0,20.1227,20.3667,19.524,20.2133
1666,2018-07-24,143792718.0,20.2947,20.5145,19.503,19.8287
1665,2018-07-25,105470677.0,19.7827,20.6413,19.6335,20.5827
1664,2018-07-26,69293470.0,20.3233,20.7133,20.2428,20.4433
1663,2018-07-27,85420307.0,20.4833,20.5129,19.6894,19.812
1662,2018-07-30,101993664.0,19.7267,19.74,19.0753,19.3447
1661,2018-07-31,75826372.0,19.4833,19.888,19.2713,19.876
1660,2018-08-01,131521419.0,19.866,20.2,19.5333,20.056
1659,2018-08-02,347387226.0,21.896,23.3327,21.544,23.3027
1658,2018-08-03,204699498.0,23.1873,23.6667,22.8353,23.2113
1657,2018-08-06,128051426.0,23.0307,23.6653,22.788,22.7993
1656,2018-08-07,458945771.0,22.9227,25.8307,22.61,25.3047
1655,2018-08-08,368031116.0,24.606,25.5093,24.4747,24.6893
1654,2018-08-09,254276873.0,24.37,24.4673,23.0487,23.4967
1653,2018-08-10,172957564.0,23.6,24.0,23.0667,23.6993
1652,2018-08-13,156673722.0,24.0753,24.2127,23.268,23.7607
1651,2018-08-14,104227613.0,23.8967,23.9466,23.14,23.176
1650,2018-08-15,136095427.0,22.7937,22.966,22.1427,22.5793
1649,2018-08-16,90680835.0,22.6607,22.8187,22.2547,22.3633
1648,2018-08-17,283438058.0,21.5667,21.7847,20.2353,20.3667
1647,2018-08-20,260706320.0,19.4469,20.5667,19.2133,20.5627
1646,2018-08-21,197216451.0,20.7073,21.6527,20.6,21.46
1645,2018-08-22,89037750.0,21.3913,21.592,20.978,21.4427
1644,2018-08-23,77080236.0,21.276,21.8213,21.2067,21.34
1643,2018-08-24,53890983.0,21.38,21.59,21.2933,21.5213
1642,2018-08-27,195939652.0,21.2,21.4957,20.5873,21.2847
1641,2018-08-28,114591738.0,21.2273,21.2587,20.746,20.7907
1640,2018-08-29,111158014.0,20.6847,20.79,20.246,20.334
1639,2018-08-30,108159321.0,20.1507,20.3067,19.848,20.21
1638,2018-08-31,80505680.0,20.1333,20.3539,19.9067,20.1107
1637,2018-09-04,124568503.0,19.796,19.8793,19.2,19.2633
1636,2018-09-05,115610072.0,19.0033,19.1187,18.4787,18.716
1635,2018-09-06,112091284.0,18.9867,19.4113,18.592,18.73
1634,2018-09-07,336634482.0,17.34,17.89,16.817,17.5493
1633,2018-09-10,213483643.0,18.2173,19.0687,18.0667,19.0333
1632,2018-09-11,137415846.0,18.6313,18.8,18.2367,18.6293
1631,2018-09-12,150032175.0,18.7627,19.5,18.5764,19.3693
1630,2018-09-13,94999168.0,19.2013,19.6667,19.012,19.2973
1629,2018-09-14,101364729.0,19.2507,19.8217,19.1013,19.68
1628,2018-09-17,102993069.0,19.336,20.058,19.2087,19.656
1627,2018-09-18,247414076.0,19.7793,20.176,18.3667,18.9973
1626,2018-09-19,123965233.0,18.7007,20.0,18.7,19.9347
1625,2018-09-20,109987100.0,20.2373,20.3987,19.5553,19.8887
1624,2018-09-21,75577417.0,19.8467,20.0387,19.6913,19.94
1623,2018-09-24,72515724.0,19.8987,20.2,19.572,19.9787
1622,2018-09-25,67084271.0,20.0,20.3067,19.7667,20.066
1621,2018-09-26,117537886.0,20.1273,20.926,20.074,20.6387
1620,2018-09-27,110066345.0,20.86,20.9973,20.4607,20.5013
1619,2018-09-28,503959098.0,18.0173,18.5333,17.3703,17.6513
1618,2018-10-01,325712987.0,20.3847,20.7627,20.07,20.7133
1617,2018-10-02,175495262.0,20.93,21.1227,19.9433,20.068
1616,2018-10-03,119734020.0,20.222,20.3067,19.438,19.6533
1615,2018-10-04,144583203.0,19.5967,19.6,18.5113,18.7887
1614,2018-10-05,268510516.0,18.31,18.3253,17.3333,17.4633
1613,2018-10-08,200567600.0,17.6347,17.8507,16.6,16.704
1612,2018-10-09,180566610.0,17.0167,17.7847,16.8867,17.52
1611,2018-10-10,191723304.0,17.6407,17.7007,16.518,17.1253
1610,2018-10-11,121922699.0,17.1687,17.4833,16.602,16.8153
1609,2018-10-12,107838801.0,17.4,17.466,16.8007,17.252
1608,2018-10-15,92835344.0,17.2707,17.552,16.9691,17.306
1607,2018-10-16,142516729.0,17.7133,18.4917,17.4827,18.4393
1606,2018-10-17,129554170.0,18.8267,18.8467,17.7202,18.1187
1605,2018-10-18,81028024.0,17.9527,18.0667,17.5333,17.594
1604,2018-10-19,140171390.0,17.826,17.9773,16.9,17.3333
1603,2018-10-22,83922783.0,17.3787,17.4573,16.8393,17.3967
1602,2018-10-23,284343008.0,17.5913,19.862,17.4733,19.6093
1601,2018-10-24,290256605.0,20.07,20.296,19.0487,19.2333
1600,2018-10-25,311574894.0,21.148,21.4,20.0673,20.9907
1599,2018-10-26,410703095.0,20.55,22.66,20.4433,22.06
1598,2018-10-29,216827142.0,22.498,23.144,21.7667,22.3233
1597,2018-10-30,136636732.0,21.8927,22.5267,21.484,21.9933
1596,2018-10-31,114012543.0,22.1693,22.8,21.94,22.488
1595,2018-11-01,119714130.0,22.5507,23.1893,22.315,22.952
1594,2018-11-02,116998742.0,22.916,23.28,22.7273,23.094
1593,2018-11-05,117312616.0,22.7,22.9303,22.0093,22.76
1592,2018-11-06,101278899.0,22.6047,23.2533,22.406,22.7373
1591,2018-11-07,110500535.0,22.8893,23.412,22.72,23.2107
1590,2018-11-08,106202992.0,23.2333,23.8384,23.2293,23.4267
1589,2018-11-09,76401802.0,23.2667,23.6,23.0153,23.3673
1588,2018-11-12,103754423.0,23.2247,23.3187,22.0227,22.0853
1587,2018-11-13,81341299.0,22.2107,22.98,22.1467,22.582
1586,2018-11-14,75481207.0,22.8467,23.1407,22.4767,22.9333
1585,2018-11-15,69001915.0,22.822,23.2387,22.6027,23.2293
1584,2018-11-16,107916816.0,23.0127,23.7133,23.008,23.6207
1583,2018-11-19,145478312.0,23.756,24.45,23.5253,23.5647
1582,2018-11-20,119868735.0,22.7833,23.32,22.2367,23.166
1581,2018-11-21,70160800.0,23.4667,23.54,22.4933,22.546
1580,2018-11-23,63039598.0,22.2897,22.5,21.7033,21.722
1579,2018-11-26,119596725.0,21.6667,23.0813,21.6667,23.0667
1578,2018-11-27,95205012.0,22.67,23.1307,22.3667,22.928
1577,2018-11-28,61710539.0,23.066,23.2187,22.814,23.1913
1576,2018-11-29,46140367.0,23.1333,23.1667,22.6367,22.7447
1575,2018-11-30,84316518.0,22.7887,23.44,22.551,23.3653
1574,2018-12-03,124437583.0,24.0,24.4,23.4667,23.8993
